,Name,Latitude,Longitude,Category
402,Tandoori Oven,37.433357,-122.13941899999999,Food
403,Parents house,37.42835102533999,-122.13247565280653,Nightlife Spot
404,Jerry Bowden Park,37.42986061099856,-122.14138151287966,Outdoors & Recreation
405,Owl Cameras,37.426025,-122.137759,Professional & Other Places
406,Giggles Home Day Care,37.428993,-122.13636,Shop & Service
407,California Ave Caltrain Station,37.429012593366096,-122.14151495180138,Travel & Transport
408,Etherington Nine,37.433411,-122.143221,Arts & Entertainment
409,RegenCore Method,37.429527,-122.14413799999998,College & University
410,Zareen's,37.426833654584144,-122.14417898780223,Food
411,Antonio's Nut House,37.42707017323867,-122.14386780177304,Nightlife Spot
412,Jerry Bowden Park,37.42986061099856,-122.14138151287966,Outdoors & Recreation
413,US Post Office,37.4286621,-122.1439586,Professional & Other Places
414,200 Sheridan Ave.,37.427083,-122.141295,Residence
415,Mollie Stone's Markets,37.42875727010344,-122.14321510058414,Shop & Service
416,California Ave Caltrain Station,37.429012593366096,-122.14151495180138,Travel & Transport
417,Etherington Nine,37.433411,-122.143221,Arts & Entertainment
418,Acorn House,37.429318,-122.15196599999999,College & University
419,Zareen's,37.426833654584144,-122.14417898780223,Food
420,Palo Alto Sol,37.42659820160886,-122.14490137809526,Nightlife Spot
421,Peers Park,37.43175925856815,-122.14715359896506,Outdoors & Recreation
422,"Dr Elliot Singer, DMD",37.42693606793295,-122.14543230941344,Professional & Other Places
423,California Apartments,37.429586,-122.14318300000001,Residence
424,Mollie Stone's Markets,37.42875727010344,-122.14321510058414,Shop & Service
425,California Ave Caltrain Station,37.429012593366096,-122.14151495180138,Travel & Transport
426,Red Door Movies,37.427202,-122.14770700000001,Arts & Entertainment
427,Escondido Village Lowrise,37.427349,-122.152104,College & University
428,Starbucks,37.42734576944133,-122.14922020282911,Food
429,Red stag,37.42869,-122.15068,Nightlife Spot
430,Peers Park,37.43175925856815,-122.14715359896506,Outdoors & Recreation
431,Stanford Madera Grove,37.42934084454282,-122.15218020426445,Professional & Other Places
432,Escondido Village Lowrise,37.427349,-122.152104,Residence
433,Khoury's Market,37.42661,-122.14838,Shop & Service
434,Abrams Court,37.42598415970779,-122.15192739445516,Travel & Transport
435,Maples Pavilion,37.42959769823422,-122.16065039581127,Arts & Entertainment
436,Stanford Soccer Fields,37.43268002818443,-122.15521538091251,College & University
437,Taco Truck,37.43281218334977,-122.15850312836062,Food
438,Palo Alto HS Tennis Courts,37.43413419277259,-122.1553893210159,Outdoors & Recreation
439,Stanford Madera Grove,37.42934084454282,-122.15218020426445,Professional & Other Places
440,Snow Outpost,37.42937223716537,-122.15417303867063,Residence
441,Stanford Federal Credit Union,37.42924678107245,-122.15591547435788,Shop & Service
442,VTA Bus Stop #60514,37.430187,-122.1517,Travel & Transport
443,Stanford Stadium,37.43472641329173,-122.1610164642334,Arts & Entertainment
444,Frances C. Arrillaga Alumni Center,37.43063483919167,-122.16459444454694,College & University
445,Coupa Café,37.42807084390455,-122.1622514350691,Food
446,Arrillaga Center for Sports & Recreation,37.42985556039915,-122.16375326525879,Outdoors & Recreation
447,Stanford Parking,37.43264770130668,-122.16307640075682,Professional & Other Places
448,Banco de Credito BCP,37.4309597,-122.1643659,Shop & Service
449,The Bus To Apple,37.426569,-122.162034,Travel & Transport
450,Iris & B. Gerald Cantor Center for Visual Arts,37.43298084888483,-122.17062424607006,Arts & Entertainment
451,Stanford University,37.43087563895047,-122.16959953308104,College & University
452,Coupa Café at Green Library,37.4262010034842,-122.1671508593206,Food
453,"Cuda Lounge at Stanford, Marching Band",37.426636,-122.16714099999999,Nightlife Spot
454,Arrillaga Center for Sports & Recreation,37.42985556039915,-122.16375326525879,Outdoors & Recreation
455,Stanford Parking,37.43264770130668,-122.16307640075682,Professional & Other Places
456,Banco de Credito BCP,37.4309597,-122.1643659,Shop & Service
457,Marguerite Shuttle — Line C,37.42906945530329,-122.16964244842528,Travel & Transport
458,Christmas Creche Exhibit,37.421483,-122.11027299999999,Arts & Entertainment
459,Scoops Ice Cream Truck,37.42657499286812,-122.11491153606981,Food
460,Silly Billy USA 2,37.426549,-122.115099,Nightlife Spot
461,Palo Verde,37.42852418375166,-122.11290836334227,Outdoors & Recreation
462,Mitchell Park Library,37.42233882641635,-122.11291858060643,Professional & Other Places
463,Urban Style Barber Shop,37.424052,-122.115574,Shop & Service
464,Louis & Aspen,37.429451,-122.110613,Travel & Transport
465,Led Kaapana,37.426816,-122.118145,Arts & Entertainment
466,Kids Music Class,37.42677383,-122.11799528,College & University
467,Scoops Ice Cream Truck,37.42657499286812,-122.11491153606981,Food
468,Silly Billy USA 2,37.426549,-122.115099,Nightlife Spot
469,Palo Alto Family YMCA,37.428472638217094,-122.11649728545127,Outdoors & Recreation
470,Mitchell Park Library,37.42233882641635,-122.11291858060643,Professional & Other Places
471,Urban Style Barber Shop,37.424052,-122.115574,Shop & Service
472,Arbutus & Driftwood,37.426799,-122.111133,Travel & Transport
473,Led Kaapana,37.426816,-122.118145,Arts & Entertainment
474,Kids Music Class,37.42677383,-122.11799528,College & University
475,Philz Coffee,37.429591784750315,-122.12277607609215,Food
476,Mayfield,37.422786,-122.117258,Outdoors & Recreation
477,International School of the Peninsula,37.426308610707,-122.12359200684227,Professional & Other Places
478,Elaine's of Palo Alto,37.427268981933594,-122.11998748779297,Shop & Service
479,Loma Verde & Middlefield Road,37.429163,-122.122584,Travel & Transport
480,Big Andy's Brewhouse,37.421932220458984,-122.12554931640625,Food
481,New Sofa!,37.42153702,-122.12869418349601,Nightlife Spot
482,Grace Lutheran,37.42674,-122.12730400000001,Professional & Other Places
483,Daycare,37.424432,-122.12794699999999,Shop & Service
484,Palo Alto Taxi Car Service,37.42492870002763,-122.13166236877441,Travel & Transport
485,West Bay Opera,37.423501,-122.13421699999999,Arts & Entertainment
486,Ventura Teen Center,37.42171,-122.131021,College & University
487,India Gourmet,37.426419596467845,-122.13160496584557,Food
488,Darcies Room,37.42322623729706,-122.13302493095398,Nightlife Spot
489,Palmwood Manor,37.42282643164899,-122.13303935337979,Outdoors & Recreation
490,Grace Lutheran,37.42674,-122.12730400000001,Professional & Other Places
491,Park Avenue Mercedes Benz Service Center,37.42432,-122.134918,Shop & Service
492,Caltrain #278,37.42566754675808,-122.13586941819959,Travel & Transport
493,Rocket Pack,37.424930572509766,-122.1390609741211,Arts & Entertainment
494,The Study Zone,37.42436082419478,-122.1379544466793,College & University
495,India Gourmet,37.426419596467845,-122.13160496584557,Food
496,Darcies Room,37.42322623729706,-122.13302493095398,Nightlife Spot
497,Equinox Palo Alto,37.42202,-122.138391,Outdoors & Recreation
498,The Animal Doctors,37.423489000000004,-122.141046,Professional & Other Places
499,200 Sheridan Ave.,37.427083,-122.141295,Residence
500,Giggles Home Day Care,37.428993,-122.13636,Shop & Service
501,Caltrain #278,37.42566754675808,-122.13586941819959,Travel & Transport
502,Rocket Pack,37.424930572509766,-122.1390609741211,Arts & Entertainment
503,2390 Camino Real,37.424912,-122.146548,College & University
504,McDonald's,37.42115312193989,-122.13956617195436,Food
505,Palo Alto Sol,37.42659820160886,-122.14490137809526,Nightlife Spot
506,Jerry Bowden Park,37.42986061099856,-122.14138151287966,Outdoors & Recreation
507,"Dr Elliot Singer, DMD",37.42693606793295,-122.14543230941344,Professional & Other Places
508,200 Sheridan Ave.,37.427083,-122.141295,Residence
509,Mollie Stone's Markets,37.42875727010344,-122.14321510058414,Shop & Service
510,California Ave Caltrain Station,37.429012593366096,-122.14151495180138,Travel & Transport
511,John,37.42342466777063,-122.15068000973523,Arts & Entertainment
512,2390 Camino Real,37.424912,-122.146548,College & University
513,Izzy's Brooklyn Bagels,37.42534041433434,-122.14553440866611,Food
514,Palo Alto Sol,37.42659820160886,-122.14490137809526,Nightlife Spot
515,Mayfield Park,37.423282623291016,-122.14824676513672,Outdoors & Recreation
516,"Dr Elliot Singer, DMD",37.42693606793295,-122.14543230941344,Professional & Other Places
517,200 Sheridan Ave.,37.427083,-122.141295,Residence
518,Mollie Stone's Markets,37.42875727010344,-122.14321510058414,Shop & Service
519,Summit Bicycles,37.426586,-122.14467,Travel & Transport
520,John,37.42342466777063,-122.15068000973523,Arts & Entertainment
521,Escondido Village Lowrise,37.427349,-122.152104,College & University
522,Starbucks,37.42734576944133,-122.14922020282911,Food
523,Cool Rooftop,37.425077,-122.14646100000002,Nightlife Spot
524,Escondido Tennis Court,37.425427136398106,-122.156081199646,Outdoors & Recreation
525,LaserAway,37.426263,-122.14824499999999,Professional & Other Places
526,Escondido Village Lowrise,37.427349,-122.152104,Residence
527,Shell,37.425838429175876,-122.1474169514905,Shop & Service
528,Cornell Street,37.42296900349645,-122.15022325515746,Travel & Transport
529,The Spillovers Band Room,37.427699,-122.161097,Arts & Entertainment
530,Escondido Village Lowrise,37.427349,-122.152104,College & University
531,Ray's Café,37.42354654005475,-122.15840936597428,Food
532,Lantana 307,37.425046,-122.16187099999999,Nightlife Spot
533,Escondido Tennis Court,37.425427136398106,-122.156081199646,Outdoors & Recreation
534,Escondido Elementary School,37.421253977413464,-122.15545378756062,Professional & Other Places
535,Escondido Village Lowrise,37.427349,-122.152104,Residence
536,Stanford Federal Credit Union,37.42924678107245,-122.15591547435788,Shop & Service
537,Abrams Court,37.42598415970779,-122.15192739445516,Travel & Transport
538,Maples Pavilion,37.42959769823422,-122.16065039581127,Arts & Entertainment
539,Schwab Residential Center,37.42680251480003,-122.16246532874975,College & University
540,Coupa Café,37.42807084390455,-122.1622514350691,Food
541,Lantana 307,37.425046,-122.16187099999999,Nightlife Spot
542,Escondido Tennis Court,37.425427136398106,-122.156081199646,Outdoors & Recreation
543,Vaden Student Health Center,37.422127580804734,-122.16366199997654,Professional & Other Places
544,Rains Housing Front Desk,37.422221,-122.157474,Residence
545,EVGR Marketplace,37.426588,-122.157198,Shop & Service
546,Supercamp Stanford,37.42605004863408,-122.16342568084414,Travel & Transport
547,Hoover Tower,37.42793721978111,-122.16689452978127,Arts & Entertainment
548,Schwab Residential Center,37.42680251480003,-122.16246532874975,College & University
549,Coupa Café at Green Library,37.4262010034842,-122.1671508593206,Food
550,"Cuda Lounge at Stanford, Marching Band",37.426636,-122.16714099999999,Nightlife Spot
551,Sun Deck,37.42643,-122.161565,Outdoors & Recreation
552,US Post Office,37.424361,-122.1688154,Professional & Other Places
553,Helping Hand House Cleaning,37.423872174356845,-122.16790437698363,Residence
554,Tresidder Marketplace,37.424232436792714,-122.1711145289233,Shop & Service
555,Supercamp Stanford,37.42605004863408,-122.16342568084414,Travel & Transport
556,Zohar Dance Studio,37.417517930010355,-122.1093859354344,Arts & Entertainment
557,Foothill College Appreciation Hall,37.41717481811686,-122.10835933685303,College & University
558,Rick's Rather Rich Ice Cream,37.418626523653714,-122.10934200449864,Food
559,Palo Alto Senior Recreation,37.417917,-122.106881,Nightlife Spot
560,Mitchell Park,37.42089,-122.114944,Outdoors & Recreation
561,Challenger School - Middlefield,37.420173,-122.110702,Professional & Other Places
562,Stevenson House,37.418633,-122.113394,Residence
563,Piazza's Fine Foods,37.418880535268066,-122.10970639413249,Shop & Service
564,Charleston & Middlefield,37.41991,-122.110056,Travel & Transport
565,Aurora choir,37.419005,-122.112534,Arts & Entertainment
566,Los Poblanita,37.424378901432306,-122.11521658865442,Food
567,Mitchell Park,37.42089,-122.114944,Outdoors & Recreation
568,Mitchell Park Library,37.42233882641635,-122.11291858060643,Professional & Other Places
569,Stevenson House,37.418633,-122.113394,Residence
570,Urban Style Barber Shop,37.424052,-122.115574,Shop & Service
571,East Meadow & Middlefield Road,37.42419,-122.114678,Travel & Transport
572,Big Andy's Brewhouse,37.421932220458984,-122.12554931640625,Food
573,Mayfield,37.422786,-122.117258,Outdoors & Recreation
574,JL Stanford Middle School,37.4204048868457,-122.11796756943428,Professional & Other Places
575,Stanford Villas,37.41981,-122.12513,Residence
576,Grocery Outlet,37.41893054528502,-122.12458020517118,Shop & Service
577,Meadow Road Railroad Crossing,37.417652,-122.123248,Travel & Transport
578,Paid2DreamFoundation by NEURS,37.418,-122.1274,Arts & Entertainment
579,Ventura Teen Center,37.42171,-122.131021,College & University
580,Starbucks,37.41733325,-122.1306043,Food
581,Fire & Vine - Palo Alto,37.417219,-122.12901699999999,Nightlife Spot
582,Block Party,37.41993563294884,-122.12131977081299,Outdoors & Recreation
583,Adient Sportsmedicine and Rehabilitation,37.419193054407415,-122.12489462813126,Professional & Other Places
584,Stanford Villas,37.41981,-122.12513,Residence
585,Chevron,37.417215327771295,-122.13012386422426,Shop & Service
586,The Nest Palo Alto,37.417076062824684,-122.12877299534127,Travel & Transport
587,Black Tie Jazz Orchestra,37.41738,-122.13178400000001,Arts & Entertainment
588,Stanford Advanced Project Management - SAPM,37.41968433546201,-122.13547015282927,College & University
589,Starbucks,37.41733325,-122.1306043,Food
590,Fire & Vine - Palo Alto,37.417219,-122.12901699999999,Nightlife Spot
591,McBumperton,37.41747,-122.132324,Outdoors & Recreation
592,Tophatter,37.42289660786137,-122.13548753006512,Professional & Other Places
593,Boardwalk Park Place,37.420497999999995,-122.12858,Residence
594,Chevron,37.417215327771295,-122.13012386422426,Shop & Service
595,The Nest Palo Alto,37.417076062824684,-122.12877299534127,Travel & Transport
596,Big W,37.41647342703797,-122.13496552364998,Arts & Entertainment
597,Stanford Advanced Project Management - SAPM,37.41968433546201,-122.13547015282927,College & University
598,McDonald's,37.42115312193989,-122.13956617195436,Food
599,The Fish Market,37.42104171928917,-122.13891710810144,Nightlife Spot
600,McBumperton,37.41747,-122.132324,Outdoors & Recreation
601,"CPI, Inc. (Corporate HQ)",37.4175118935446,-122.13947937549958,Professional & Other Places
602,Driftwood Deli & Market,37.419048910115116,-122.13515406669647,Shop & Service
603,Creekside Inn,37.41912059622898,-122.13541678551911,Travel & Transport
604,Yusufs Pool Table,37.42366,-122.141837,Arts & Entertainment
605,BUILD HQ,37.42118453979492,-122.14149475097656,College & University
606,McDonald's,37.42115312193989,-122.13956617195436,Food
607,The Fish Market,37.42104171928917,-122.13891710810144,Nightlife Spot
608,WilmerHale Fitness Room,37.4200160183226,-122.14558825996961,Outdoors & Recreation
609,"CPI, Inc. (Corporate HQ)",37.4175118935446,-122.13947937549958,Professional & Other Places
610,Sunrise of Palo Alto,37.423831,-122.142354,Residence
611,Comcast/Xfinity,37.42305542941049,-122.14141154276703,Shop & Service
612,El Camino & Page Mill,37.42285101930376,-122.14174732065986,Travel & Transport
613,Kee House,37.424357,-122.147585,Arts & Entertainment
614,BUILD HQ,37.42118453979492,-122.14149475097656,College & University
615,Chipotle Mexican Grill,37.42387416998631,-122.14306001409534,Food
616,The Shady Lady,37.419447,-122.146281,Nightlife Spot
617,Mayfield Park,37.423282623291016,-122.14824676513672,Outdoors & Recreation
618,College Terrace Library,37.42342740592328,-122.14875513598048,Professional & Other Places
619,2800 El Camino Real,37.423245869732966,-122.14243490341168,Residence
620,Wells Fargo,37.42470078143643,-122.14582711458206,Shop & Service
621,Cornell Street,37.42296900349645,-122.15022325515746,Travel & Transport
622,John,37.42342466777063,-122.15068000973523,Arts & Entertainment
623,Building 26,37.42316,-122.153787,College & University
624,Gourmet Rockstars Food Truck @ Pillsbury,37.419346,-122.149155,Food
625,The Shady Lady,37.419447,-122.146281,Nightlife Spot
626,Mayfield Park,37.423282623291016,-122.14824676513672,Outdoors & Recreation
627,Escondido Elementary School,37.421253977413464,-122.15545378756062,Professional & Other Places
628,Escondite Cottage,37.422955,-122.15548,Residence
629,Rivka Marom Franco - Morgan Stanley,37.4172291378155,-122.1479041828207,Shop & Service
630,Cornell Street,37.42296900349645,-122.15022325515746,Travel & Transport
631,Donald Kennedy Graduate Residences,37.424178909151934,-122.15573787689208,College & University
632,Ray's Café,37.42354654005475,-122.15840936597428,Food
633,Vintonville,37.417812,-122.156403,Nightlife Spot
634,Werry Park,37.420176178186324,-122.15424077020138,Outdoors & Recreation
635,Escondido Elementary School,37.421253977413464,-122.15545378756062,Professional & Other Places
636,Rains Housing Front Desk,37.422221,-122.157474,Residence
637,The Doghouse,37.421156,-122.158641,Shop & Service
638,College+Amherst,37.417621,-122.155296,Travel & Transport
639,Stanford Campus Recreational Association,37.42035773948148,-122.15717730568426,College & University
640,Slav Open Kitchen,37.418482,-122.165309,Food
641,4men's,37.422993,-122.158201,Nightlife Spot
642,Wilbur Field,37.42337907051155,-122.16452948054915,Outdoors & Recreation
643,Vaden Student Health Center,37.422127580804734,-122.16366199997654,Professional & Other Places
644,Rains Housing Front Desk,37.422221,-122.157474,Residence
645,Buy Triomune 40,37.42066842473098,-122.16508269309996,Shop & Service
646,Luxus Lexus,37.420437,-122.166167,Travel & Transport
647,Campbell Recital Hall,37.423495,-122.168255,Arts & Entertainment
648,Robert Crown Law Library,37.42400832901766,-122.16722297417472,College & University
649,Generation Organic Bus,37.419388,-122.168975,Food
650,Balc One,37.422962,-122.169505,Nightlife Spot
651,Wilbur Field,37.42337907051155,-122.16452948054915,Outdoors & Recreation
652,US Post Office,37.424361,-122.1688154,Professional & Other Places
653,tDX,37.42047,-122.171375,Residence
654,Buy Triomune 40,37.42066842473098,-122.16508269309996,Shop & Service
655,Luxus Lexus,37.420437,-122.166167,Travel & Transport
