,Name,Latitude,Longitude,Category
430,President Apartments,37.4479780905567,-122.15942244981443,Residential Building (Apartment / Condo)
431,"President Hotel, Rooftop Garden",37.44801485031297,-122.15916929000478,Garden
432,Blue Bottle Coffee,37.44748492121728,-122.15940873059341,Coffee Shop
433,Bank of the West - ATM,37.4481484761677,-122.15844516455718,Bank
434,Mongo DB,37.441912,-122.161057,Office
435,Citigroup,37.447969,-122.15821799999999,Office
436,Slalom,37.448445,-122.15744,Office
437,SimplyBe Salon and Spa,37.44868671224893,-122.15880969486409,Salon / Barbershop
438,Palo Alto Eyes,37.44871520996094,-122.15843200683594,Optical Shop
439,Gyros Gyros,37.44825138466403,-122.15924167334717,Mediterranean Restaurant
440,Tamarine Restaurant,37.448949689644486,-122.15857454389338,Vietnamese Restaurant
441,President Hotel,37.44819813308564,-122.15906863297782,Residential Building (Apartment / Condo)
442,HSBC Bank,37.449349,-122.15857700000001,Bank
443,C.M. Capital Corporation,37.448701366666675,-122.1590629,Office
444,525 University Ave,37.448542887548626,-122.15913371639844,Office
445,Hogan Lovells,37.448625986455,-122.15901319148006,Office
446,Pai le Nails & Pedicure,37.448198,-122.159512,Nail Salon
447,Sprint Store,37.44839820591128,-122.15963956134225,Mobile Phone Shop
448,Highland Capital Partners,37.42351289451747,-122.20466711616744,Office
449,Webster/Cowper Parking Garage,37.44839784935076,-122.15850898049955,Parking
450,Blue Parking Lot,37.44847710188084,-122.15854748177128,Parking
451,California Yoga Center,37.447969,-122.15821799999999,Yoga Studio
452,Accel Partners,37.4474408368887,-122.15997167081557,Office
453,Garden Court Hotel,37.4477291796394,-122.15903551654627,Hotel
454,Leafy,37.447277,-122.15793300000001,Flower Shop
455,Liftoff,37.4478,-122.158325,Tech Startup
456,Skadden Arps,37.448826000000004,-122.15924299999999,Financial or Legal Service
457,Keller Williams Realty,37.44784259528826,-122.15799783696018,Office
458,Alley powered by Verizon Palo Alto,37.44749,-122.15834,Coworking Space
459,JOE & THE JUICE,37.44830845,-122.1588303,Juice Bar
460,Mongo DB,37.441912,-122.161057,Office
461,Bank of the West - ATM,37.4481484761677,-122.15844516455718,Bank
462,President Apartments,37.4479780905567,-122.15942244981443,Residential Building (Apartment / Condo)
463,Citigroup,37.447969,-122.15821799999999,Office
464,Slalom,37.448445,-122.15744,Office
465,C.M. Capital Corporation,37.448701366666675,-122.1590629,Office
466,Vanderhoof Chiropractic,37.44718551635742,-122.15714263916016,Chiropractor
467,President Hotel,37.44819813308564,-122.15906863297782,Residential Building (Apartment / Condo)
468,Hogan Lovells,37.448625986455,-122.15901319148006,Office
469,525 University Ave,37.448542887548626,-122.15913371639844,Office
470,Science Exchange HQ,37.44731938444765,-122.15877417182934,Tech Startup
471,SimplyBe Salon and Spa,37.44868671224893,-122.15880969486409,Salon / Barbershop
472,Gretchen Schroeder Salon,37.447418212890625,-122.15724182128906,Salon / Barbershop
473,Gyros Gyros,37.44825138466403,-122.15924167334717,Mediterranean Restaurant
474,Tamarine Restaurant,37.448949689644486,-122.15857454389338,Vietnamese Restaurant
475,Thyme,37.44751645962969,-122.15800969543416,New American Restaurant
476,Trident Capital,37.447931225771676,-122.15792653235864,Office
477,Stanford Federal Credit Union,37.44894775198094,-122.15884724478657,Credit Union
478,Palo Alto City Hall,37.44452148347468,-122.16019968709358,City Hall
479,Palo Alto City Council Chambers,37.444400787353516,-122.16004180908203,Government Building
480,Ramona Parking Garage,37.44446254519446,-122.1601109278209,Parking
481,Coral Parking Garage,37.444571455116346,-122.16082611359055,Parking
482,Palo Alto Police Department,37.44413371487814,-122.15970933153831,Police Station
483,King Plaza,37.444400787353516,-122.16004180908203,Plaza
484,345 Staller Court,37.44492721557617,-122.15878295898438,Residential Building (Apartment / Condo)
485,Palo Alto Farmers Market,37.44516665539828,-122.15919410844326,Farmers Market
486,sweetgreen,37.444700658814824,-122.16094806790352,Salad Place
487,JOE & THE JUICE,37.44447115767022,-122.16096405600923,Juice Bar
488,"Regus - California, Palo Alto - Hamilton Avenue",37.44406224338835,-122.16104798399556,Business Service
489,Pizzeria Delfina,37.44335099534185,-122.1604892576807,Pizza Place
490,Vivre,37.443663158889876,-122.16104644876376,Gym
491,Charmelle 28,37.445212,-122.160689,Lingerie Store
492,Dr. Teresa J. Lui,37.444068,-122.160693,Doctor's Office
493,The UPS Store,37.4454001,-122.1605467,Shipping Store
494,New York Pizza - Palo Alto,37.44543938229869,-122.16002084216075,Pizza Place
495,Houzz,37.445115761637005,-122.16053656593553,Office
496,Wealthfront,37.444851,-122.161005,Tech Startup
497,Osteria,37.4445044,-122.1611285,Italian Restaurant
498,City Hall Garage,37.444719430859784,-122.16057804392607,Parking
499,everathlete performance,37.443991,-122.160865,Corporate Amenity
500,City of Palo Alto Development Center,37.44518694401015,-122.16051521281004,City Hall
501,Coconuts Caribbean Restaurant & Bar,37.44401855096844,-122.16018018877665,Caribbean Restaurant
502,Black Lives Matter (#BLM) Mural,37.444922,-122.160508,Street Art
503,Great American Framing Shop,37.444363,-122.161285,Arts & Crafts Store
504,Holiday Cleaners,37.445438,-122.160338,Laundry Service
505,Sister City Display,37.444718,-122.160557,Plaza
506,BLM Mural,37.445018,-122.160402,Public Art
507,Buca di Beppo,37.4435214,-122.1605738,Italian Restaurant
508,"Dr Elliot Singer, DMD",37.42693606793295,-122.14543230941344,Dentist's Office
509,Hamamoto D.D.S.,37.426879,-122.145422,Dentist's Office
510,Cambridge Barber Shop,37.427467346191406,-122.14556121826172,Salon / Barbershop
511,Family & Children Services,37.427439,-122.144957,Office
512,AJ Tutoring,37.426934,-122.146009,Private School
513,Javidan Endodontics,37.427866519773275,-122.14517410083725,Dentist's Office
514,Anatolian Kitchen,37.4279112,-122.1444671,Mediterranean Restaurant
515,California Ave Farmers' Market,37.42635461672086,-122.14473605572233,Farmers Market
516,The Port Of Peri Peri - Palo Alto,37.42683,-122.144596,African Restaurant
517,Starbucks,37.426797,-122.144019,Coffee Shop
518,Daigo,37.427716,-122.144108,Japanese Restaurant
519,Pop Tea,37.426458762351785,-122.14608640149414,Bubble Tea Shop
520,Joanie's Cafe,37.426448553810985,-122.14455954333218,Café
521,Backyard Brew,37.42606557232173,-122.14541654555912,Coffee Shop
522,Summit Bicycles,37.426586,-122.14467,Bike Shop
523,Sun Of Wolf,37.426693,-122.1448,Mexican Restaurant
524,California Avenue,37.42507567519978,-122.14586734771727,Road
525,Country Sun Natural & Organic Foods,37.426140225022,-122.14526966811128,Organic Grocery
526,Breast Cancer Connections,37.427348428453804,-122.14567422866823,Office
527,talech,37.427123,-122.145603,Tech Startup
528,Performance Gaines,37.427391052246094,-122.1443862915039,Gym
529,California Paint and Wallpaper,37.42695180405672,-122.14454198453271,Design Studio
530,Avalon Art & Yoga Center,37.42670865802386,-122.14457470515539,Yoga Studio
531,Manresa Bread,37.42616352303501,-122.14484695338807,Bakery
532,The Oaxacan Kitchen Markets,37.426798,-122.144408,Mexican Restaurant
533,di Pietro Todd,37.42797697604423,-122.14468413246824,Salon / Barbershop
534,AJ's Cleaners,37.42651346058034,-122.14455842971802,Laundry Service
535,Sunlife Organics,37.427,-122.144456,Juice Bar
536,California Barber Shop,37.426608,-122.14563899999999,Salon / Barbershop
537,Salon Legar,37.427042684861995,-122.14418404316662,Salon / Barbershop
538,Lime Parking Garage,37.4463925733876,-122.16188787464851,Parking
539,Stanford Theatre,37.44512526602665,-122.1624559626323,Movie Theater
540,tōno coffee project,37.447421,-122.161973,Coffee Shop
541,Kung Fu Tea,37.446422,-122.160892,Bubble Tea Shop
542,Chargepoint Charging Station,37.446567,-122.162415,EV Charging Station
543,Curry Pizza House - Palo Alto,37.446183,-122.161262,Pizza Place
544,Yubico,37.44692611694336,-122.16195678710938,Tech Startup
545,CX Headquarters,37.44666225,-122.16237753333333,Office
546,Design Within Reach,37.44773099094786,-122.16000644288118,Furniture / Home Store
547,Oren's Hummus Shop,37.44553049995683,-122.16202084014992,Israeli Restaurant
548,Crepevine,37.446904,-122.160849,Creperie
549,Emerson Collective,37.44562,-122.161528,Non-Profit
550,Palo Alto Masonic Temple,37.446875,-122.16121799999999,Community Center
551,Computerlaw Group LLP,37.44739532966141,-122.16208603395968,Office
552,JPMorgan,37.445933000000004,-122.16121000000001,Office
553,Jive,37.44712573856427,-122.16259286883776,Tech Startup
554,Criteo - Palo Alto 3,37.447252,-122.1627,Building
555,AT&T,37.4466663,-122.160587,Mobile Phone Shop
556,Eye On Vision Optometry,37.445703708065395,-122.16284967573317,Optical Shop
557,La Strada,37.44636938886101,-122.16121377916288,Italian Restaurant
558,Presidio Bank,37.447357177734375,-122.16278839111328,Bank
559,Salvaje,37.447747,-122.161925,Wine Bar
560,Form Fitness,37.44675134487215,-122.16277532595625,Gym
561,W Spa,37.447733,-122.160632,Spa
562,Spago,37.446556091308594,-122.16338348388672,Food
563,Cogswell Plaza,37.44622194467118,-122.16308590194129,Park
564,Like! Hair Salon,37.447418212890625,-122.16136932373047,Salon / Barbershop
565,Old Republic Title Co,37.447793,-122.162222,Office
566,Ribbit Capital,37.446576999858564,-122.16084274582794,Office
567,Cambridge Ave Garage,37.428213,-122.144211,Parking
568,8th Wall HQ,37.43874849864215,-122.14895759126844,Office
569,US Post Office,37.4286621,-122.1439586,Post Office
570,BirdEye,37.4289004,-122.1443562,Business Service
571,Tugboat Ventures,37.428478000000005,-122.144702,Office
572,Mollie Stone's Markets,37.42875727010344,-122.14321510058414,Organic Grocery
573,Anatolian Kitchen,37.4279112,-122.1444671,Mediterranean Restaurant
574,Performance Gaines,37.427391052246094,-122.1443862915039,Gym
575,Sun Of Wolf,37.426693,-122.1448,Mexican Restaurant
576,California Ave Farmers' Market,37.42635461672086,-122.14473605572233,Farmers Market
577,Protégé,37.4278642731136,-122.14364901888172,American Restaurant
578,Daigo,37.427716,-122.144108,Japanese Restaurant
579,The Port Of Peri Peri - Palo Alto,37.42683,-122.144596,African Restaurant
580,Javidan Endodontics,37.427866519773275,-122.14517410083725,Dentist's Office
581,Plume Wi-Fi,37.428654,-122.143149,Tech Startup
582,250 Cambridge Ave,37.428955078125,-122.14434051513672,Business Center
583,Zareen's,37.426833654584144,-122.14417898780223,Indian Restaurant
584,Roli Roti,37.427349488378844,-122.14408730209153,Food Truck
585,Bistro Elan,37.427748772170894,-122.14435035272034,French Restaurant
586,FedEx Office Print & Ship Center,37.4278502,-122.143195,Shipping Store
587,The Industry Hair Artists,37.427966,-122.142828,Salon / Barbershop
588,Salon Legar,37.427042684861995,-122.14418404316662,Salon / Barbershop
589,Pilates V Palo Alto,37.427459999999996,-122.143548,Pilates Studio
590,Blossom Birth,37.42739710621428,-122.14375555939975,Event Space
591,True Salon,37.42738659285283,-122.14372856927761,Salon / Barbershop
592,SK3 Beauty Spa,37.428473,-122.142683,Nail Salon
593,Palo Alto Vision,37.42855973972773,-122.14294053729994,Optical Shop
594,Norge Cleaning Village,37.428045,-122.14376986026764,Laundry Service
595,Moods Wine Bar,37.427266,-122.144215,Wine Bar
596,Opus Arcade,37.426385641478646,-122.14610933040298,Salon / Barbershop
597,Pop Tea,37.426458762351785,-122.14608640149414,Bubble Tea Shop
598,Parking Lot 5,37.426419,-122.145862,Parking
599,AJ Tutoring,37.426934,-122.146009,Private School
600,Country Sun Natural & Organic Foods,37.426140225022,-122.14526966811128,Organic Grocery
601,California Ave Farmers' Market,37.42635461672086,-122.14473605572233,Farmers Market
602,Izzy's Brooklyn Bagels,37.42534041433434,-122.14553440866611,Bagel Shop
603,Starbucks,37.426797,-122.144019,Coffee Shop
604,"Dr Elliot Singer, DMD",37.42693606793295,-122.14543230941344,Dentist's Office
605,Poki Bowl,37.42559,-122.1464,Hawaiian Restaurant
606,Backyard Brew,37.42606557232173,-122.14541654555912,Coffee Shop
607,Kali Greek Kitchen,37.42570615139166,-122.14524705556165,Greek Restaurant
608,Jack in the Box,37.4255135,-122.1471651,Fast Food Restaurant
609,ZombieRunner Espresso Bar,37.426080601991075,-122.14491890844845,Coffee Shop
610,Terùn Pizzeria,37.42597201838137,-122.14546656000638,Pizza Place
611,La Bodeguita del Medio,37.42551746213812,-122.1453160137851,Cuban Restaurant
612,Panda Express,37.42530345606396,-122.14680425347458,Chinese Restaurant
613,Campus Barber Shop,37.42539503701086,-122.14557430302712,Salon / Barbershop
614,First Republic Bank,37.4259114,-122.14675,Bank
615,Technology Credit Union,37.425693,-122.145473,Credit Union
616,Club Pilates,37.42537357974292,-122.1460211981476,Pilates Studio
617,California Ave Optometry,37.42571,-122.14534163475037,Optical Shop
618,Palo Alto Eyeworks,37.42579268716742,-122.14528499805232,Optical Shop
619,"PIP Marketing, Signs, Print",37.4260878,-122.1470518,Electronics Store
620,Jin Sho Restaurant,37.425842248472655,-122.1454179556059,Japanese Restaurant
621,Salon 454,37.426505,-122.146281,Salon / Barbershop
622,Brite'n'clean,37.426581,-122.145913,Dry Cleaner
623,Bay Area Cancer Connections,37.425532,-122.146285,Community Center
624,Cambridge And El Camino,37.425613,-122.14681,Intersection
625,Classy Salon Spa,37.426551818847656,-122.14631652832031,Nail Salon
626,Patagonia,37.443081931082354,-122.16302422436515,Clothing Store
627,Palantir Technologies HQ,37.4429363,-122.1625043,Tech Startup
628,San Agus Cocina Urbana & Cocktails,37.442752,-122.162403,Restaurant
629,New York New York,37.44397610952524,-122.16354547923677,Deli / Bodega
630,Verve Coffee,37.4442062,-122.1630555,Café
631,Pampas,37.44293354365421,-122.1629530463799,Brazilian Restaurant
632,Mendocino Farms,37.44369777999427,-122.16209696516148,Sandwich Place
633,Onigilly,37.44423581782598,-122.16321360488686,Japanese Restaurant
634,World Innovation Lab,37.443494,-122.163747,Office
635,Amino Capital,37.44390954002508,-122.16376572847366,Tech Startup
636,Palantir Gym,37.44323690931355,-122.16220132298545,Gym
637,Chargepoint Charging Station,37.44352,-122.163193,EV Charging Station
638,Mangosteen Nails & Spa,37.44327926635742,-122.1618423461914,Nail Salon
639,Foundation Capital,37.443406,-122.162395,Office
640,American Express,37.443499565552465,-122.16359035846854,Office
641,True Ventures,37.44326,-122.162307,Office
642,164 Hamilton,37.443387,-122.161911,Office
643,Purple Parking Garage,37.44377486727787,-122.16300234753744,Parking
644,YogaSource Palo Alto,37.4434382303967,-122.16201768344848,Yoga Studio
645,Tam Tam Restaurant,37.44388,-122.16328,Vietnamese Restaurant
646,MNT Palo Alto,37.443565368652344,-122.16221618652344,Pilates Studio
647,Teaquation & Tonic,37.44301142306985,-122.1625465988906,Bubble Tea Shop
648,Hobbit House,37.44354537398827,-122.1626114230749,Gastropub
649,Eclipse VC,37.443848,-122.16319,Office
650,Ernst & Young,37.443268,-122.162464,Office
651,Morsey's Farmhouse Creamery,37.444016,-122.16361,Dairy Store
652,Premier Properties,37.442833,-122.162754,Real Estate Office
653,Ministry Of Magic,37.44254511498142,-122.16184621545935,Tech Startup
654,Purple Parking Garage,37.44377486727787,-122.16300234753744,Parking
655,Patagonia,37.443081931082354,-122.16302422436515,Clothing Store
656,Rumble Boxing - Palo Alto,37.4438236,-122.1609897,Boxing Gym
657,Verve Coffee,37.4442062,-122.1630555,Café
658,Hobbit House,37.44354537398827,-122.1626114230749,Gastropub
659,Tam Tam Restaurant,37.44388,-122.16328,Vietnamese Restaurant
660,West Elm,37.44461753289734,-122.16272786084481,Furniture / Home Store
661,San Agus Cocina Urbana & Cocktails,37.442752,-122.162403,Restaurant
662,Mendocino Farms,37.44369777999427,-122.16209696516148,Sandwich Place
663,Onigilly,37.44423581782598,-122.16321360488686,Japanese Restaurant
664,Chargepoint Charging Station,37.44352,-122.163193,EV Charging Station
665,Girl Geek Dinner @Palantir,37.4433479309082,-122.16265106201172,Event Space
666,Innovation Endeavors,37.44364089869524,-122.1623926065208,Tech Startup
667,Palantir 156 University,37.44373728285641,-122.16271107680484,Tech Startup
668,Foundation Capital,37.443406,-122.162395,Office
669,Bay Immigration Law,37.444061279296875,-122.16378021240234,Lawyer
670,True Ventures,37.44326,-122.162307,Office
671,American Express,37.443499565552465,-122.16359035846854,Office
672,Palantir Technologies HQ,37.4429363,-122.1625043,Tech Startup
673,World Innovation Lab,37.443494,-122.163747,Office
674,Ernst & Young,37.443268,-122.162464,Office
675,Eclipse VC,37.443848,-122.16319,Office
676,164 Hamilton,37.443387,-122.161911,Office
677,YogaSource Palo Alto,37.4434382303967,-122.16201768344848,Yoga Studio
678,New York New York,37.44397610952524,-122.16354547923677,Deli / Bodega
679,Premier Properties,37.442833,-122.162754,Real Estate Office
680,MNT Palo Alto,37.443565368652344,-122.16221618652344,Pilates Studio
681,Morsey's Farmhouse Creamery,37.444016,-122.16361,Dairy Store
682,Vivo Capital,37.443756817807255,-122.1623174548749,Building
683,Webster/Cowper Parking Garage,37.44839784935076,-122.15850898049955,Parking
684,Blue Parking Lot,37.44847710188084,-122.15854748177128,Parking
685,Accel Partners,37.4474408368887,-122.15997167081557,Office
686,Garden Court Hotel,37.4477291796394,-122.15903551654627,Hotel
687,Leafy,37.447277,-122.15793300000001,Flower Shop
688,Skadden Arps,37.448826000000004,-122.15924299999999,Financial or Legal Service
689,Alley powered by Verizon Palo Alto,37.44749,-122.15834,Coworking Space
690,JOE & THE JUICE,37.44830845,-122.1588303,Juice Bar
691,Mongo DB,37.441912,-122.161057,Office
692,Bank of the West - ATM,37.4481484761677,-122.15844516455718,Bank
693,President Apartments,37.4479780905567,-122.15942244981443,Residential Building (Apartment / Condo)
694,Citigroup,37.447969,-122.15821799999999,Office
695,Slalom,37.448445,-122.15744,Office
696,C.M. Capital Corporation,37.448701366666675,-122.1590629,Office
697,Boies Schiller Flexner LLP,37.449267,-122.158934,Office
698,Keller Williams Realty,37.44784259528826,-122.15799783696018,Office
699,President Hotel,37.44819813308564,-122.15906863297782,Residential Building (Apartment / Condo)
700,HSBC Bank,37.449349,-122.15857700000001,Bank
701,Hogan Lovells,37.448625986455,-122.15901319148006,Office
702,525 University Ave,37.448542887548626,-122.15913371639844,Office
703,Science Exchange HQ,37.44731938444765,-122.15877417182934,Tech Startup
704,SimplyBe Salon and Spa,37.44868671224893,-122.15880969486409,Salon / Barbershop
705,aisle411,37.4485404554138,-122.15869717439739,Office
706,Palo Alto Eyes,37.44871520996094,-122.15843200683594,Optical Shop
707,Gyros Gyros,37.44825138466403,-122.15924167334717,Mediterranean Restaurant
708,Tamarine Restaurant,37.448949689644486,-122.15857454389338,Vietnamese Restaurant
709,Thyme,37.44751645962969,-122.15800969543416,New American Restaurant
710,Stanford Federal Credit Union,37.44894775198094,-122.15884724478657,Credit Union
711,California Yoga Center,37.447969,-122.15821799999999,Yoga Studio
712,Lime Parking Garage,37.4463925733876,-122.16188787464851,Parking
713,Stanford Theatre,37.44512526602665,-122.1624559626323,Movie Theater
714,Chargepoint Charging Station,37.446567,-122.162415,EV Charging Station
715,tōno coffee project,37.447421,-122.161973,Coffee Shop
716,Curry Pizza House - Palo Alto,37.446183,-122.161262,Pizza Place
717,Form Fitness,37.44675134487215,-122.16277532595625,Gym
718,Cogswell Plaza,37.44622194467118,-122.16308590194129,Park
719,Kung Fu Tea,37.446422,-122.160892,Bubble Tea Shop
720,Yubico,37.44692611694336,-122.16195678710938,Tech Startup
721,Criteo - Palo Alto 3,37.447252,-122.1627,Building
722,Emerson Collective,37.44562,-122.161528,Non-Profit
723,La Strada,37.44636938886101,-122.16121377916288,Italian Restaurant
724,Computerlaw Group LLP,37.44739532966141,-122.16208603395968,Office
725,Salt & Straw,37.44543114257179,-122.1619402610469,Ice Cream Shop
726,Local Union 271,37.445750039952145,-122.1620250224219,New American Restaurant
727,JPMorgan,37.445933000000004,-122.16121000000001,Office
728,Scoop,37.44483054080581,-122.1626845562943,Ice Cream Shop
729,AT&T,37.4466663,-122.160587,Mobile Phone Shop
730,Presidio Bank,37.447357177734375,-122.16278839111328,Bank
731,Eye On Vision Optometry,37.445703708065395,-122.16284967573317,Optical Shop
732,Salvaje,37.447747,-122.161925,Wine Bar
733,Spago,37.446556091308594,-122.16338348388672,Food
734,Like! Hair Salon,37.447418212890625,-122.16136932373047,Salon / Barbershop
735,Old Republic Title Co,37.447793,-122.162222,Office
736,Rejuvenation,37.44632439594059,-122.16129541397093,Furniture / Home Store
737,Restoration Hardware - Palo Alto,37.44585868533242,-122.16189071463181,Furniture / Home Store
738,Palo Alto Blueprint,37.447052,-122.16220700000001,Paper / Office Supplies Store
739,Bryant Street Gallery,37.446094195461114,-122.16116430065128,Art Gallery
740,Apple Palo Alto,37.4463611,-122.1607523,Electronics Store
741,Jive,37.44712573856427,-122.16259286883776,Tech Startup
742,Form Fitness,37.44675134487215,-122.16277532595625,Gym
743,Chargepoint Charging Station,37.446567,-122.162415,EV Charging Station
744,tōno coffee project,37.447421,-122.161973,Coffee Shop
745,Cogswell Plaza,37.44622194467118,-122.16308590194129,Park
746,Kanpai Sushi,37.44718715647633,-122.16228922272448,Sushi Restaurant
747,Criteo - Palo Alto 3,37.447252,-122.1627,Building
748,Computerlaw Group LLP,37.44739532966141,-122.16208603395968,Office
749,Pa garage S lot,37.446818273254976,-122.16236180671363,Parking
750,Emerson Collective,37.44562,-122.161528,Non-Profit
751,Lime Parking Garage,37.4463925733876,-122.16188787464851,Parking
752,Yubico,37.44692611694336,-122.16195678710938,Tech Startup
753,Palo Alto Blueprint,37.447052,-122.16220700000001,Paper / Office Supplies Store
754,Jive,37.44712573856427,-122.16259286883776,Tech Startup
755,Eye On Vision Optometry,37.445703708065395,-122.16284967573317,Optical Shop
756,Salvaje,37.447747,-122.161925,Wine Bar
757,Spago,37.446556091308594,-122.16338348388672,Food
758,Like! Hair Salon,37.447418212890625,-122.16136932373047,Salon / Barbershop
759,TechCrunch HQ,37.44648197642175,-122.16329097747803,Office
760,Presidio Bank,37.447357177734375,-122.16278839111328,Bank
761,Old Republic Title Co,37.447793,-122.162222,Office
762,Nails by Michelle,37.447446,-122.161455,Salon / Barbershop
763,Joya Restaurant & Lounge,37.446491492551864,-122.16121423036688,Tapas Restaurant
764,Christine Hansen DDS,37.447481724350055,-122.16147957670177,Dentist's Office
765,Essex Woodlands Health Ventures,37.44700700408801,-122.163359718252,Office
766,A9 (@ 265 Lytton),37.44649362815196,-122.16320585929097,Office
767,Tomorrow Ventures,37.446917,-122.162349,Office
768,Welcu HQ,37.44691014289856,-122.16246485710144,Tech Startup
769,CX Headquarters,37.44666225,-122.16237753333333,Office
770,"Avenidas Senior Center in Palo Alto, CA",37.44611,-122.162423,College Rec Center
771,Lowenstein Sandler,37.447573,-122.161635,Office
772,Palo Alto City Hall,37.44452148347468,-122.16019968709358,City Hall
773,King Plaza,37.444400787353516,-122.16004180908203,Plaza
774,City Hall Garage,37.444719430859784,-122.16057804392607,Parking
775,Coral Parking Garage,37.444571455116346,-122.16082611359055,Parking
776,Palo Alto City Council Chambers,37.444400787353516,-122.16004180908203,Government Building
777,Loggon Stationery & Gifts,37.445644,-122.161255,Gift Shop
778,Shinola Detroit,37.444806043790216,-122.1606157744742,Leather Goods Store
779,Sister City Display,37.444718,-122.160557,Plaza
780,sweetgreen,37.444700658814824,-122.16094806790352,Salad Place
781,Palo Alto Creamery,37.44380317864272,-122.16163677782387,Diner
782,Ramona Parking Garage,37.44446254519446,-122.1601109278209,Parking
783,Ramen Nagi,37.44541979327627,-122.1607053206873,Ramen Restaurant
784,University Chiropractic,37.44526910768883,-122.16097181563734,Chiropractor
785,BLM Mural,37.445018,-122.160402,Public Art
786,Apple Palo Alto,37.4463611,-122.1607523,Electronics Store
787,JOE & THE JUICE,37.44447115767022,-122.16096405600923,Juice Bar
788,The UPS Store,37.4454001,-122.1605467,Shipping Store
789,Charmelle 28,37.445212,-122.160689,Lingerie Store
790,Timothy Adams Chocolates,37.44549732925726,-122.1607877787638,Chocolate Shop
791,Sharetea,37.445338550011044,-122.16093211301566,Bubble Tea Shop
792,Dr. Teresa J. Lui,37.444068,-122.160693,Doctor's Office
793,Tea Time,37.444790861892315,-122.1614572103511,Tea Room
794,Glass House,37.444636,-122.160386,Art Gallery
795,Aurora Palo Alto,37.444622270155904,-122.16026616235945,Tree
796,Houzz,37.445115761637005,-122.16053656593553,Office
797,Wealthfront,37.444851,-122.161005,Tech Startup
798,everathlete performance,37.443991,-122.160865,Corporate Amenity
799,City of Palo Alto Development Center,37.44518694401015,-122.16051521281004,City Hall
800,Coconuts Caribbean Restaurant & Bar,37.44401855096844,-122.16018018877665,Caribbean Restaurant
801,Great American Framing Shop,37.444363,-122.161285,Arts & Crafts Store
802,Purple Parking Garage,37.44377486727787,-122.16300234753744,Parking
803,American Express,37.443499565552465,-122.16359035846854,Office
804,Patagonia,37.443081931082354,-122.16302422436515,Clothing Store
805,Eclipse VC,37.443848,-122.16319,Office
806,Pampas,37.44293354365421,-122.1629530463799,Brazilian Restaurant
807,Palo Alto Caltrain Station,37.443669416133055,-122.1650284274224,Train Station
808,Verve Coffee,37.4442062,-122.1630555,Café
809,San Agus Cocina Urbana & Cocktails,37.442752,-122.162403,Restaurant
810,Loggon Stationery & Gifts,37.445644,-122.161255,Gift Shop
811,Philz Coffee,37.44221552692198,-122.16165971119419,Coffee Shop
812,World Innovation Lab,37.443494,-122.163747,Office
813,Innovation Endeavors,37.44364089869524,-122.1623926065208,Tech Startup
814,Amino Capital,37.44390954002508,-122.16376572847366,Tech Startup
815,Palantir 156 University,37.44373728285641,-122.16271107680484,Tech Startup
816,Girl Geek Dinner @Palantir,37.4433479309082,-122.16265106201172,Event Space
817,Bay Immigration Law,37.444061279296875,-122.16378021240234,Lawyer
818,Palantir Technologies HQ,37.4429363,-122.1625043,Tech Startup
819,Foundation Capital,37.443406,-122.162395,Office
820,Mobclix HQ,37.44338121919158,-122.16363512074955,Tech Startup
821,True Ventures,37.44326,-122.162307,Office
822,Onigilly,37.44423581782598,-122.16321360488686,Japanese Restaurant
823,164 Hamilton,37.443387,-122.161911,Office
824,Ernst & Young,37.443268,-122.162464,Office
825,Morsey's Farmhouse Creamery,37.444016,-122.16361,Dairy Store
826,MNT Palo Alto,37.443565368652344,-122.16221618652344,Pilates Studio
827,Tam Tam Restaurant,37.44388,-122.16328,Vietnamese Restaurant
828,New York New York,37.44397610952524,-122.16354547923677,Deli / Bodega
829,Premier Properties,37.442833,-122.162754,Real Estate Office
830,Hobbit House,37.44354537398827,-122.1626114230749,Gastropub
831,Purple Parking Garage,37.44377486727787,-122.16300234753744,Parking
832,American Express,37.443499565552465,-122.16359035846854,Office
833,Patagonia,37.443081931082354,-122.16302422436515,Clothing Store
834,Palo Alto Caltrain Station,37.443669416133055,-122.1650284274224,Train Station
835,Verve Coffee,37.4442062,-122.1630555,Café
836,Chargepoint Charging Station,37.44352,-122.163193,EV Charging Station
837,Tam Tam Restaurant,37.44388,-122.16328,Vietnamese Restaurant
838,West Elm,37.44461753289734,-122.16272786084481,Furniture / Home Store
839,San Agus Cocina Urbana & Cocktails,37.442752,-122.162403,Restaurant
840,Pampas,37.44293354365421,-122.1629530463799,Brazilian Restaurant
841,Mendocino Farms,37.44369777999427,-122.16209696516148,Sandwich Place
842,Onigilly,37.44423581782598,-122.16321360488686,Japanese Restaurant
843,World Innovation Lab,37.443494,-122.163747,Office
844,Palantir 156 University,37.44373728285641,-122.16271107680484,Tech Startup
845,Innovation Endeavors,37.44364089869524,-122.1623926065208,Tech Startup
846,Foundation Capital,37.443406,-122.162395,Office
847,Bay Immigration Law,37.444061279296875,-122.16378021240234,Lawyer
848,Girl Geek Dinner @Palantir,37.4433479309082,-122.16265106201172,Event Space
849,Palantir Technologies HQ,37.4429363,-122.1625043,Tech Startup
850,True Ventures,37.44326,-122.162307,Office
851,Mobclix HQ,37.44338121919158,-122.16363512074955,Tech Startup
852,Eclipse VC,37.443848,-122.16319,Office
