,Name,Latitude,Longitude,Category,Sub Category
4113,PAUSD Art Education,37.43458864998992,-122.15321385311915,Professional & Other Places,Office
4114,SpeedGauge South,37.43229241056377,-122.15328243877973,Professional & Other Places,Office
4115,ClickUp,37.435823,-122.147853,Shop & Service,Business Service
4116,Oasis Laundromat,37.435361,-122.156719,Shop & Service,Laundry Service
4117,"Seung K Kim, MD",37.43264145170693,-122.15413616871717,Shop & Service,Doctor's Office
4118,Goodwill of Silicon Valley Donation Center,37.4357409,-122.1556904,Shop & Service,Thrift / Vintage Store
4119,The Dimebank Garage,37.43229767911435,-122.15326616387568,Shop & Service,Automotive Shop
4120,Embarcadero & Cowper,37.439627,-122.151806,Travel & Transport,Intersection
4121,Villa Looky,37.433588331189746,-122.14703715890522,Travel & Transport,Hostel
4122,Bryant Street,37.43628787465409,-122.14664902446376,Travel & Transport,Road
4123,VTA Bus Stop #60515,37.43325,-122.154976,Travel & Transport,Bus Stop
4124,Stanford Stadium,37.43472641329173,-122.1610164642334,Arts & Entertainment,College Football Field
4125,Laird Q. Cagan Stadium at Maloney Field,37.43305663281589,-122.15805530548096,Arts & Entertainment,College Soccer Field
4126,Haymarket Theater,37.43691370541653,-122.15752734870192,Arts & Entertainment,Theater
4127,The Sharp Theater,37.43704175587062,-122.15654047164193,Arts & Entertainment,Movie Theater
4128,Sec. 216,37.434442,-122.161963,Arts & Entertainment,Football Stadium
4129,Sec 101,37.434191,-122.160358,Arts & Entertainment,College Classroom
4130,DCI West,37.43403878969679,-122.1616854391866,Arts & Entertainment,General Entertainment
4131,Sec. 231,37.43516,-122.160604,Arts & Entertainment,Football Stadium
4132,Peninsula Box Office,37.43850883945328,-122.1586561203003,Arts & Entertainment,General Entertainment
4133,Paly Painting and Drawind 1 Class,37.43709621038306,-122.15727231392407,Arts & Entertainment,Art Gallery
4134,Ray Field,37.43538368454653,-122.15317504196327,College & University,College Track
4135,Stanford Stadium,37.43472641329173,-122.1610164642334,College & University,College Football Field
4136,Stanford Soccer Fields,37.43268002818443,-122.15521538091251,College & University,College Soccer Field
4137,Maloney Field,37.433039594047614,-122.157883644104,College & University,College Soccer Field
4138,Paly Robotics Lab,37.43635782099267,-122.1554160118103,College & University,College Lab
4139,Laird Q. Cagan Stadium at Maloney Field,37.43305663281589,-122.15805530548096,College & University,College Soccer Field
4140,Masters Grove,37.432702,-122.157551,College & University,College Football Field
4141,Ithaka,37.438688,-122.153889,College & University,Fraternity House
4142,"Nancy's Tailgate, Game Day DJ",37.435048,-122.159161,College & University,College Football Field
4143,Mr Blooms 3rd Physics,37.435771,-122.156354,College & University,College Classroom
4144,Paly World Languages Building,37.437460433570884,-122.15587515615937,College & University,College Communications Building
4145,Filppu Humanities 7th,37.437334,-122.156446,College & University,College Classroom
4146,Paly Boys' Gym,37.435497335002786,-122.15530963476672,College & University,College Gym
4147,Paly Library,37.436914950207644,-122.15614713511903,College & University,College Library
4148,Mr. Rowe's Alg 2 Class,37.436286,-122.155634,College & University,College Classroom
4149,Boyd & Jill Smith Family Stadium,37.43134431084314,-122.1571245760583,College & University,College Baseball Diamond
4150,Stanford Athletic Complex,37.43286427657873,-122.15647394027869,College & University,College & University
4151,Sec 101,37.434191,-122.160358,College & University,College Classroom
4152,Sky Deck At Stanford Stadium,37.43409181977672,-122.1616244550203,College & University,College Football Field
4153,Paly Football,37.435498,-122.15355,College & University,College Football Field
4154,Stanford Auxiliary Library,37.43334638905702,-122.15321385311915,College & University,College Library
4155,Paly Math Resource Center,37.43650846697114,-122.1559527765108,College & University,College Math Building
4156,Paly Student Center,37.436184,-122.156752,College & University,College Cafeteria
4157,Section 129,37.435034,-122.161155,College & University,College Football Field
4158,The Line To ms.  Sylvestri's Class,37.43554535,-122.1557905,College & University,College Classroom
4159,Palo Alto Unified School District,37.43371806042027,-122.15502180947158,College & University,College Administrative Building
4160,Paly English Resource Center,37.436694,-122.156349,College & University,College Library
4161,Paly Ceramics Room,37.437165,-122.157239,College & University,College Classroom
4162,Klein Field at Sunken Diamond,37.43230032290745,-122.15910727005493,College & University,College Baseball Diamond
4163,Mr Rappaport Class 1st,37.437464,-122.155892,College & University,College Classroom
4164,Paly Silent Study Room,37.437019,-122.155754,College & University,College Bookstore
4165,Paly Flagpole,37.436062,-122.157852,College & University,College & University
4166,Paly ARC,37.436793,-122.15587,College & University,College Library
4167,Boba Guys,37.43847553201563,-122.1591222887795,Food,Bubble Tea Shop
4168,Telefèric Barcelona,37.43834,-122.15831,Food,Spanish Restaurant
4169,Gott's Roadside,37.437891709874144,-122.15989628833641,Food,Burger Joint
4170,Tin Pot Creamery,37.43862514562778,-122.15911889315616,Food,Ice Cream Shop
4171,Peet's Coffee & Tea,37.438061,-122.15932,Food,Coffee Shop
4172,Oren’s Hummus Express,37.43911,-122.158149,Food,Israeli Restaurant
4173,Douce France,37.43894173203864,-122.15890084741524,Food,Café
4174,Jamba Juice,37.437929,-122.159725,Food,Juice Bar
4175,Sushi House,37.43918286523343,-122.15827574128939,Food,Sushi Restaurant
4176,LuLu's at Town & Country Village,37.43834181277505,-122.16033796571924,Food,Mexican Restaurant
4177,Kara's Cupcakes,37.438155068066955,-122.16045817126393,Food,Cupcake Shop
4178,Antoine's Cookie Shop,37.438565,-122.160289,Food,Bakery
4179,Howie's Artisan Pizza,37.43800703499683,-122.16012840374617,Food,Pizza Place
4180,Mayfield Bakery & Cafe,37.43811938668263,-122.15881721197427,Food,Bakery
4181,Kirk's Steakburgers,37.43844,-122.159,Food,Burger Joint
4182,Asian Box,37.4385004,-122.1591828,Food,Asian Restaurant
4183,Happy House,37.43619356289474,-122.15178892008295,Food,Japanese Restaurant
4184,Belcampo,37.4390873804534,-122.15818352359162,Food,Butcher
4185,Poké House,37.438532,-122.160444,Food,Poke Place
4186,soulnese,37.433738,-122.161197,Food,Food Truck
4187,Toby the Van,37.43493087364719,-122.15908527374268,Food,Food Truck
4188,Tout Sweet Patisserie,37.439113,-122.158256,Food,Bakery
4189,"Nespresso Boutique at Sur La Table, Palo Alto",37.4380689114592,-122.16021298202767,Food,Coffee Shop
4190,Taco Truck,37.43281218334977,-122.15850312836062,Food,Food Truck
4191,Kara's,37.4377185,-122.1564977,Food,Bakery
4192,Fast Tony's Chicken,37.438930386753604,-122.15813011154678,Food,Fried Chicken Joint
4193,Subway,37.4329099,-122.1610994,Food,Sandwich Place
4194,The Lunch Table,37.435916,-122.157617,Nightlife Spot,Lounge
4195,Dufftopia,37.43969,-122.155359,Nightlife Spot,Dive Bar
4196,The Bar Method,37.439107,-122.158481,Outdoors & Recreation,Gym / Fitness Center
4197,Pac 12 Plaza,37.43265236568092,-122.16052673411718,Outdoors & Recreation,Plaza
4198,CorePower Yoga,37.4390088,-122.1587945,Outdoors & Recreation,Yoga Studio
4199,Palo Alto HS Tennis Courts,37.43413419277259,-122.1553893210159,Outdoors & Recreation,Tennis Court
4200,Stanford Soccer Fields,37.43268002818443,-122.15521538091251,Outdoors & Recreation,College Soccer Field
4201,Laird Q. Cagan Stadium at Maloney Field,37.43305663281589,-122.15805530548096,Outdoors & Recreation,College Soccer Field
4202,Motion Stretch Palo Alto CA,37.4385004,-122.1591828,Outdoors & Recreation,Well
4203,Seahawks Youth Rugby,37.43381771659556,-122.1536241416261,Outdoors & Recreation,Rugby Pitch
4204,Baby Boot Camp,37.432523,-122.159879,Outdoors & Recreation,Gym / Fitness Center
4205,Bootcamp,37.43520089662954,-122.15389581829076,Outdoors & Recreation,Athletics & Sports
4206,"Peery Family Center, Palo Alto High School",37.435566,-122.154874,Outdoors & Recreation,Recreation Center
4207,NBSV,37.43289589825572,-122.16041585259526,Outdoors & Recreation,Athletics & Sports
4208,Team NorCall All-Star Lacrosse,37.4359079484061,-122.16066533585897,Outdoors & Recreation,Other Great Outdoors
4209,Nort Thornton Memorial Pool (Palo Alto),37.435106,-122.155481,Outdoors & Recreation,Pool
4210,Palo Alto High School Baseball Field,37.435115922833994,-122.15438372568207,Outdoors & Recreation,Baseball Field
4211,As$hole Farm,37.434455,-122.161112,Outdoors & Recreation,Stables
4212,Menlo Tailgate - North,37.432307,-122.155715,Outdoors & Recreation,Sports Club
4213,AlaVie Fitness - Palo Alto,37.43573562456207,-122.15752734870192,Outdoors & Recreation,Gym / Fitness Center
4214,The Dimebank Garage,37.43229767911435,-122.15326616387568,Outdoors & Recreation,Automotive Shop
4215,Xercise Lab,37.43904081200056,-122.15884564467525,Outdoors & Recreation,Gym / Fitness Center
4216,Klein Field at Sunken Diamond,37.43230032290745,-122.15910727005493,Outdoors & Recreation,College Baseball Diamond
4217,Steuber Rugby Stadium,37.431489821818545,-122.15643853242878,Outdoors & Recreation,Rugby Pitch
4218,The Performist - Cryotherapy & Performance Studio,37.43844,-122.159,Outdoors & Recreation,Doctor's Office
4219,Stanford Stadium Shady Side,37.434155,-122.161476,Outdoors & Recreation,Athletics & Sports
4220,STEP08 Stanford Tailgating Headquarters,37.434589,-122.157918,Outdoors & Recreation,Pedestrian Plaza
4221,Palo Alto High School,37.43593322316626,-122.15522646960552,Professional & Other Places,High School
4222,Skyscanner,37.438194,-122.158584,Professional & Other Places,Office
4223,Palo Alto Adult School,37.437244210389316,-122.15660313875969,Professional & Other Places,High School
4224,Town and Country Resources,37.43817037597382,-122.16075404088001,Professional & Other Places,Building
4225,Media Arts Center,37.437627,-122.156838,Professional & Other Places,High School
4226,PAMF- UCC Lounge,37.438752,-122.157117,Professional & Other Places,Medical Center
4227,Stanford Lot 4,37.432288,-122.155511,Professional & Other Places,Parking
4228,TechNet - Silicon Valley,37.438722,-122.158565,Professional & Other Places,Office
4229,PAMF Family Medicine (Lee),37.438066,-122.159464,Professional & Other Places,Doctor's Office
4230,Amiato,37.43938,-122.158308,Professional & Other Places,Tech Startup
4231,Congressman Simitian Office,37.43917329998358,-122.15861320495605,Professional & Other Places,Government Building
4232,US Postal Office,37.43391784658234,-122.15939573723345,Professional & Other Places,Post Office
4233,Dr Peter K Davis,37.432801,-122.154093,Professional & Other Places,Doctor's Office
4234,mopay,37.43912386473968,-122.15817348687386,Professional & Other Places,Office
4235,For Eyes,37.4381583,-122.1593819,Professional & Other Places,Optical Shop
4236,"Seung K Kim, MD",37.43264145170693,-122.15413616871717,Professional & Other Places,Doctor's Office
4237,PAMF- Internal Medicine,37.43505605178503,-122.15762160053215,Professional & Other Places,Doctor's Office
4238,Highway Wiener Nationals,37.4364,-122.1574,Professional & Other Places,Fair
4239,"David M. Lieberman, MD",37.4395939130435,-122.157752608696,Professional & Other Places,Doctor's Office
4240,knack,37.439413,-122.158898,Professional & Other Places,Tech Startup
4241,Grace Church,37.43669132697912,-122.15731420367683,Professional & Other Places,Church
4242,Society of Kauffman Fellows,37.438521,-122.159283,Professional & Other Places,Tech Startup
4243,Nook by Barnes & Noble,37.437809624790276,-122.1605378222631,Professional & Other Places,Building
4244,State Senator Joe Simitian's Office,37.439182,-122.15834,Professional & Other Places,Office
4245,Vistnes Plastic Surgery,37.43282872031146,-122.15438927007152,Professional & Other Places,Doctor's Office
4246,Goodwill of Silicon Valley Donation Center,37.4357409,-122.1556904,Professional & Other Places,Thrift / Vintage Store
4247,Canalys,37.438521,-122.159283,Professional & Other Places,Office
4248,PrepMe,37.439141,-122.158728,Professional & Other Places,Tech Startup
4249,Gigya Inc,37.438203,-122.158678,Professional & Other Places,Tech Startup
4250,Kinoma,37.43878220314794,-122.15862232810107,Professional & Other Places,Tech Startup
4251,Reachable.com Palo Alto,37.43893898,-122.15876052,Professional & Other Places,Tech Startup
4252,PoundPay,37.43976695254429,-122.15635751029406,Professional & Other Places,Tech Startup
4253,"Highway Community, at Haymarket Theatre",37.43660086131398,-122.15715939611844,Professional & Other Places,Church
4254,The Performist - Cryotherapy & Performance Studio,37.43844,-122.159,Professional & Other Places,Doctor's Office
4255,Palo Alto High School Library,37.437324,-122.156123,Professional & Other Places,Library
4256,PAUSD Art Education,37.43458864998992,-122.15321385311915,Professional & Other Places,Office
4257,SpeedGauge South,37.43229241056377,-122.15328243877973,Professional & Other Places,Office
4258,Stanford Stadium Lot 2 Parking,37.43640327545522,-122.16089818638328,Professional & Other Places,Parking
4259,Tasteful Inc.,37.438365,-122.158386,Professional & Other Places,Tech Startup
4260,UpWestLabs Office,37.439350822625684,-122.1581760213924,Professional & Other Places,Tech Startup
4261,Ahmed Faraz,37.439275524156905,-122.15639233589174,Residence,Residential Building (Apartment / Condo)
4262,Society,37.438512,-122.160372,Residence,Residential Building (Apartment / Condo)
4263,Town & Country Village,37.4383906081207,-122.15921832487918,Shop & Service,Shopping Plaza
4264,Trader Joe's,37.43838767476751,-122.15784374034675,Shop & Service,Grocery Store
4265,CVS pharmacy,37.43852034022989,-122.15876949676066,Shop & Service,Pharmacy
4266,Books Inc.,37.43805507000422,-122.15953624861537,Shop & Service,Bookstore
4267,Sur La Table,37.438097395841645,-122.16028317839681,Shop & Service,Kitchen Supply Store
4268,Hudson|Grace,37.43822043041872,-122.15845827087024,Shop & Service,Furniture / Home Store
4269,Paper Source,37.43792629042615,-122.16004280584798,Shop & Service,Arts & Crafts Store
4270,Tennis Town & Country,37.4384255,-122.1577459,Shop & Service,Sporting Goods Shop
4271,Marine Layer,37.438566,-122.160193,Shop & Service,Clothing Store
4272,The UPS Store,37.4386248,-122.1603499,Shop & Service,Shipping Store
4273,diptyque,37.43844,-122.159,Shop & Service,Perfume Shop
4274,LaBelle Day Spas & Salons,37.4384977,-122.1591879,Shop & Service,Spa
4275,18/8 Fine Men's Salons - Palo Alto,37.4390213,-122.1590381,Shop & Service,Salon / Barbershop
4276,Sweaty Betty,37.438521,-122.159283,Shop & Service,Women's Store
4277,Chase Bank,37.43795939993776,-122.15960374521171,Shop & Service,Bank
4278,Athleta,37.438389,-122.159074,Shop & Service,Women's Store
4279,Ambassador Toys,37.43850711317067,-122.15949142563204,Shop & Service,Toy / Game Store
4280,Diptqyue,37.438673974127774,-122.15935692830593,Shop & Service,Perfume Shop
4281,Patrick James mens clothes,37.43846783140162,-122.15991688433283,Shop & Service,Men's Store
4282,Williams Cutlery Company,37.438551433254,-122.16007232666016,Shop & Service,Hardware Store
4283,St. Frank,37.438705,-122.160286,Shop & Service,Furniture / Home Store
4284,Kilgoris Pop Up,37.438319,-122.158821,Shop & Service,Pop-Up Shop
4285,Mom's the Word Palo Alto,37.438521,-122.159283,Shop & Service,Women's Store
4286,U Threads Cardinal Collection,37.438311980826455,-122.15894111749024,Shop & Service,Clothing Store
4287,Margaret O'Leary,37.43835,-122.16002,Shop & Service,Boutique
4288,Zvart Alterations,37.43796193111128,-122.15894111749024,Shop & Service,Tailor Shop
4289,Brim,37.438408,-122.159814,Shop & Service,Boutique
4290,biondivino,37.43907880225152,-122.1582428095382,Shop & Service,Wine Shop
4291,ONE Production Haus,37.4385004,-122.1591828,Shop & Service,Photography Studio
4292,Ruti,37.43787712665798,-122.1600443986644,Shop & Service,Women's Store
4293,49ers Team Store,37.43892813840043,-122.15902764201418,Shop & Service,Clothing Store
4294,ACME Party Box Company,37.438982,-122.158971,Shop & Service,Arts & Crafts Store
4295,Toss Designs,37.438702062197294,-122.1597782816272,Shop & Service,Gift Shop
4296,Coco Luxe,37.438611,-122.160066,Shop & Service,Candy Store
4297,J.McLaughlin,37.438521,-122.159283,Shop & Service,Clothing Store
4298,Brandy Melville,37.43886,-122.158993,Shop & Service,Clothing Store
4299,Wilby Optical,37.4388836640675,-122.15902090072632,Shop & Service,Optical Shop
4300,Belcampo,37.4390873804534,-122.15818352359162,Shop & Service,Butcher
4301,Oasis Laundromat,37.435361,-122.156719,Shop & Service,Laundry Service
4302,Halo A Blow Dry Bar,37.43859289262537,-122.16022567032452,Shop & Service,Salon / Barbershop
4303,Palo Alto High Flea Market,37.43730352635247,-122.159096353716,Shop & Service,Flea Market
4304,True&Co. Try-On Truck,37.439022,-122.15826,Shop & Service,Lingerie Store
4305,Create It,37.43907223210539,-122.15871136480096,Shop & Service,Arts & Crafts Store
4306,Town and Country Cleaners,37.438521,-122.159283,Shop & Service,Laundry Service
4307,Paly Sports Boosters Tree Lot,37.437214,-122.159343,Shop & Service,Garden Center
4308,Equestrian Luxury Lifestyle Art,37.438122,-122.158681,Shop & Service,Boutique
4309,William B + Friends,37.438589,-122.160393,Shop & Service,Clothing Store
4310,Elite MedSpa - Located at LaBelle,37.43894918814434,-122.15930197307314,Shop & Service,Spa
4311,For Eyes,37.4381583,-122.1593819,Shop & Service,Optical Shop
4312,"Seung K Kim, MD",37.43264145170693,-122.15413616871717,Shop & Service,Doctor's Office
4313,The UPS Store,37.4386248,-122.1603499,Travel & Transport,Shipping Store
4314,Stanford Football Caltrain Station,37.438458992961365,-122.15644914695764,Travel & Transport,Train Station
4315,VTA Bus Stop #60515,37.43325,-122.154976,Travel & Transport,Bus Stop
4316,Caltrain 433,37.438471,-122.156097,Travel & Transport,Train Station
4317,Stanford Stadium,37.43472641329173,-122.1610164642334,Arts & Entertainment,College Football Field
4318,Laird Q. Cagan Stadium at Maloney Field,37.43305663281589,-122.15805530548096,Arts & Entertainment,College Soccer Field
4319,Haymarket Theater,37.43691370541653,-122.15752734870192,Arts & Entertainment,Theater
4320,The Sharp Theater,37.43704175587062,-122.15654047164193,Arts & Entertainment,Movie Theater
4321,Sec. 216,37.434442,-122.161963,Arts & Entertainment,Football Stadium
4322,Sec 101,37.434191,-122.160358,Arts & Entertainment,College Classroom
4323,DCI West,37.43403878969679,-122.1616854391866,Arts & Entertainment,General Entertainment
4324,Sec. 231,37.43516,-122.160604,Arts & Entertainment,Football Stadium
4325,Peninsula Box Office,37.43850883945328,-122.1586561203003,Arts & Entertainment,General Entertainment
4326,RyMo's Tailgate,37.434385,-122.163402,Arts & Entertainment,General Entertainment
4327,Paly Painting and Drawind 1 Class,37.43709621038306,-122.15727231392407,Arts & Entertainment,Art Gallery
4328,Cobb Track & Angell Field,37.432206430627026,-122.1629881145168,College & University,College Track
4329,Stanford Stadium,37.43472641329173,-122.1610164642334,College & University,College Football Field
4330,Maloney Field,37.433039594047614,-122.157883644104,College & University,College Soccer Field
4331,Stanford Visitor Center,37.431581856859374,-122.16375221022142,College & University,University
4332,Laird Q. Cagan Stadium at Maloney Field,37.43305663281589,-122.15805530548096,College & University,College Soccer Field
4333,The Stanford Athletics Shop,37.432124346931786,-122.16331049641872,College & University,College Bookstore
4334,Office of the University Registrar,37.43159484863281,-122.16183471679688,College & University,College Administrative Building
4335,C4C,37.43197821150327,-122.16437425216107,College & University,College Quad
4336,Chuck Taylor Grove,37.43200910057635,-122.16115875661073,College & University,College Quad
4337,Masters Grove,37.432702,-122.157551,College & University,College Football Field
4338,"Nancy's Tailgate, Game Day DJ",37.435048,-122.159161,College & University,College Football Field
4339,Mr Blooms 3rd Physics,37.435771,-122.156354,College & University,College Classroom
4340,Filppu Humanities 7th,37.437334,-122.156446,College & University,College Classroom
4341,Mass Diving Center,37.43098449707031,-122.16075897216797,College & University,College Rec Center
4342,Encina Modular B,37.43159484863281,-122.16183471679688,College & University,College Administrative Building
4343,Crothers Memorial Laundry Room,37.43159484863281,-122.16183471679688,College & University,Laundromat
4344,Toyon Grove,37.43294906616211,-122.16422271728516,College & University,College Quad
4345,Pow Wow,37.43666368940802,-122.16354266769675,College & University,General College & University
4346,Stanford Band Shak,37.43144072559781,-122.16130932094161,College & University,College Rec Center
4347,Sec 101,37.434191,-122.160358,College & University,College Classroom
4348,Sky Deck At Stanford Stadium,37.43409181977672,-122.1616244550203,College & University,College Football Field
4349,Paly Student Center,37.436184,-122.156752,College & University,College Cafeteria
4350,Section 129,37.435034,-122.161155,College & University,College Football Field
4351,Stanford Maas Diving Center,37.43159375013662,-122.16036041179143,College & University,Pool
4352,Paly English Resource Center,37.436694,-122.156349,College & University,College Library
4353,Paly Ceramics Room,37.437165,-122.157239,College & University,College Classroom
4354,Stanford Softball Stadium,37.43131937837199,-122.16235071875568,College & University,College Baseball Diamond
4355,Klein Field at Sunken Diamond,37.43230032290745,-122.15910727005493,College & University,College Baseball Diamond
4356,Pogoseat with Stanford Cardinal Football,37.43159484863281,-122.16183471679688,College & University,College Football Field
4357,Arguello Labs,37.43159484863281,-122.16183471679688,College & University,College Technology Building
4358,Paly Flagpole,37.436062,-122.157852,College & University,College & University
4359,Avery Aquatic Center,37.431037511772104,-122.16057658195496,College & University,Pool
4360,Boba Guys,37.43847553201563,-122.1591222887795,Food,Bubble Tea Shop
4361,Telefèric Barcelona,37.43834,-122.15831,Food,Spanish Restaurant
4362,Gott's Roadside,37.437891709874144,-122.15989628833641,Food,Burger Joint
4363,Tin Pot Creamery,37.43862514562778,-122.15911889315616,Food,Ice Cream Shop
4364,Peet's Coffee & Tea,37.438061,-122.15932,Food,Coffee Shop
4365,Douce France,37.43894173203864,-122.15890084741524,Food,Café
4366,Jamba Juice,37.437929,-122.159725,Food,Juice Bar
4367,LuLu's at Town & Country Village,37.43834181277505,-122.16033796571924,Food,Mexican Restaurant
4368,Kara's Cupcakes,37.438155068066955,-122.16045817126393,Food,Cupcake Shop
4369,Antoine's Cookie Shop,37.438565,-122.160289,Food,Bakery
4370,Howie's Artisan Pizza,37.43800703499683,-122.16012840374617,Food,Pizza Place
4371,Mayfield Bakery & Cafe,37.43811938668263,-122.15881721197427,Food,Bakery
4372,Kirk's Steakburgers,37.43844,-122.159,Food,Burger Joint
4373,Asian Box,37.4385004,-122.1591828,Food,Asian Restaurant
4374,Poké House,37.438553,-122.160545,Food,Hawaiian Restaurant
4375,Spot A Pizza Place,37.438472,-122.161692,Food,Pizza Place
4376,Takoz,37.432105629700835,-122.1609702590625,Food,Food Truck
4377,Poké House,37.438532,-122.160444,Food,Poke Place
4378,soulnese,37.433738,-122.161197,Food,Food Truck
4379,Yummi BBQ,37.43331774179419,-122.1620069914919,Food,Food Truck
4380,Toby the Van,37.43493087364719,-122.15908527374268,Food,Food Truck
4381,"Nespresso Boutique at Sur La Table, Palo Alto",37.4380689114592,-122.16021298202767,Food,Coffee Shop
4382,Taco Truck,37.43281218334977,-122.15850312836062,Food,Food Truck
4383,Northern Calfornia Shrimp Truck,37.432381,-122.161459,Food,Food Truck
4384,Fast Tony's Chicken,37.438930386753604,-122.15813011154678,Food,Fried Chicken Joint
4385,Subway,37.4329099,-122.1610994,Food,Sandwich Place
4386,Some Kind Of Place,37.4387132894756,-122.1610164642334,Food,Restaurant
4387,The Lunch Table,37.435916,-122.157617,Nightlife Spot,Lounge
4388,The Bar Method,37.439107,-122.158481,Outdoors & Recreation,Gym / Fitness Center
4389,Stanford Arboretum,37.43639301142355,-122.16557172249689,Outdoors & Recreation,Park
4390,Pac 12 Plaza,37.43265236568092,-122.16052673411718,Outdoors & Recreation,Plaza
4391,CorePower Yoga,37.4390088,-122.1587945,Outdoors & Recreation,Yoga Studio
4392,Laird Q. Cagan Stadium at Maloney Field,37.43305663281589,-122.15805530548096,Outdoors & Recreation,College Soccer Field
4393,Motion Stretch Palo Alto CA,37.4385004,-122.1591828,Outdoors & Recreation,Well
4394,Stanford Lot 3,37.434942,-122.16341106666667,Outdoors & Recreation,Farm
4395,Stanford Fanfest,37.43255161854041,-122.1615135746294,Outdoors & Recreation,Other Great Outdoors
4396,Baby Boot Camp,37.432523,-122.159879,Outdoors & Recreation,Gym / Fitness Center
4397,NBSV,37.43289589825572,-122.16041585259526,Outdoors & Recreation,Athletics & Sports
4398,Team NorCall All-Star Lacrosse,37.4359079484061,-122.16066533585897,Outdoors & Recreation,Other Great Outdoors
4399,Bruin Tailgate,37.435523986816406,-122.16608428955078,Outdoors & Recreation,Other Great Outdoors
4400,As$hole Farm,37.434455,-122.161112,Outdoors & Recreation,Stables
4401,"City of Stanford, CA",37.43275377885543,-122.16116430065128,Outdoors & Recreation,Town
4402,Stanford Maas Diving Center,37.43159375013662,-122.16036041179143,Outdoors & Recreation,Pool
4403,AlaVie Fitness - Palo Alto,37.43573562456207,-122.15752734870192,Outdoors & Recreation,Gym / Fitness Center
4404,Whiting Family Rock Climbing Wall,37.43131039380312,-122.15920169245597,Outdoors & Recreation,Climbing Gym
4405,Xercise Lab,37.43904081200056,-122.15884564467525,Outdoors & Recreation,Gym / Fitness Center
4406,Klein Field at Sunken Diamond,37.43230032290745,-122.15910727005493,Outdoors & Recreation,College Baseball Diamond
4407,The Performist - Cryotherapy & Performance Studio,37.43844,-122.159,Outdoors & Recreation,Doctor's Office
4408,Stanford Stadium Shady Side,37.434155,-122.161476,Outdoors & Recreation,Athletics & Sports
4409,STEP08 Stanford Tailgating Headquarters,37.434589,-122.157918,Outdoors & Recreation,Pedestrian Plaza
4410,USA Swimming Nationals,37.431219901872076,-122.16014973647651,Outdoors & Recreation,Pool
4411,Avery Aquatic Center,37.431037511772104,-122.16057658195496,Outdoors & Recreation,Pool
4412,Pamf : Playground,37.439499,-122.161905,Outdoors & Recreation,Playground
4413,Stanford Parking,37.43264770130668,-122.16307640075682,Professional & Other Places,Parking
4414,PAMF- Urgent Care,37.43977590076887,-122.16151010123936,Professional & Other Places,Urgent Care Center
4415,Skyscanner,37.438194,-122.158584,Professional & Other Places,Office
4416,Palo Alto Medical Foundation - Oncology,37.439831107200455,-122.16154759429715,Professional & Other Places,Medical Center
4417,Palo Alto Adult School,37.437244210389316,-122.15660313875969,Professional & Other Places,High School
4418,Town and Country Resources,37.43817037597382,-122.16075404088001,Professional & Other Places,Building
4419,Internal Medical Group of Palo Alto,37.439161,-122.16163300000001,Professional & Other Places,Medical Center
4420,Media Arts Center,37.437627,-122.156838,Professional & Other Places,High School
4421,Fergus Garber Group,37.439637,-122.159779,Professional & Other Places,Office
4422,Pamf Neurosurgery,37.439603030272835,-122.16183512744827,Professional & Other Places,Doctor's Office
4423,TechNet - Silicon Valley,37.438722,-122.158565,Professional & Other Places,Office
4424,PAMF Family Medicine (Lee),37.438066,-122.159464,Professional & Other Places,Doctor's Office
4425,Congressman Simitian Office,37.43917329998358,-122.15861320495605,Professional & Other Places,Government Building
4426,US Postal Office,37.43391784658234,-122.15939573723345,Professional & Other Places,Post Office
4427,Opportunity Center,37.439174,-122.160877,Professional & Other Places,Non-Profit
4428,Palo Alto HMR Weight Management,37.43965407,-122.16141392,Professional & Other Places,Medical Center
4429,Stanford Stadium Lot 9,37.43495,-122.16682,Professional & Other Places,Parking
4430,For Eyes,37.4381583,-122.1593819,Professional & Other Places,Optical Shop
4431,Pamf Medical Records,37.439537,-122.16015,Professional & Other Places,Medical Center
4432,PAMF- Internal Medicine,37.43505605178503,-122.15762160053215,Professional & Other Places,Doctor's Office
4433,Highway Wiener Nationals,37.4364,-122.1574,Professional & Other Places,Fair
4434,"Daryl K. Hoffman, MD",37.43918017695591,-122.1616854391866,Professional & Other Places,Doctor's Office
4435,Grace Church,37.43669132697912,-122.15731420367683,Professional & Other Places,Church
4436,Society of Kauffman Fellows,37.438521,-122.159283,Professional & Other Places,Tech Startup
4437,Nook by Barnes & Noble,37.437809624790276,-122.1605378222631,Professional & Other Places,Building
4438,PAMF Cancer Rehabilitation,37.439841,-122.161625,Professional & Other Places,Doctor's Office
4439,Lieberman & Parikh Facial Plastic Surgery,37.439216,-122.161619,Professional & Other Places,Doctor's Office
4440,PAMF- Pedriatrics,37.439726604237,-122.161663045684,Professional & Other Places,Doctor's Office
4441,"Bradley Graw, MD",37.439707,-122.161246,Professional & Other Places,Physical Therapist
4442,Canalys,37.438521,-122.159283,Professional & Other Places,Office
4443,Stanford Lot 10,37.43565478830663,-122.16555509105574,Professional & Other Places,Parking
4444,PrepMe,37.439141,-122.158728,Professional & Other Places,Tech Startup
4445,Gigya Inc,37.438203,-122.158678,Professional & Other Places,Tech Startup
4446,Bay Area Orthopedic Surgeons,37.439707,-122.161246,Professional & Other Places,Doctor's Office
